編號,資料集名稱,資料集說明,資料集連結網址,主要欄位說明,使用對象,授權說明網址,更新頻率,計費方式,資料分類,資料量,資料集提供機關,資料集提供機關聯絡人,資料集提供機關聯絡人電話,資料集空間範圍,資料集語系,資料集類型,關鍵字,備註
1052,臺中市道路交叉點_WGS84,"由道路中心線系統化產生,WGS84",http://opendata.taichung.gov.tw/dataset/f489a56a-8f6b-4715-bcc6-d875a13b96b2,圖名代碼、ROAD1、ROAD2、X坐標、Ｙ坐標,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,公共資訊,50196,臺中市政府建設局,黃一峰,04-22289111轉33228,台中市,中文,rawData,"道路,地理資料,SHP",
1053,臺中市特殊道路_TWD67,"原臺中市現場地面測量,內含高架道路、高速公路、鐵路",http://opendata.taichung.gov.tw/dataset/f0920379-b464-4fea-9594-d282e7ba46af,圖名代碼、備註,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,公共資訊,50,臺中市政府建設局,黃一峰,04-22289111轉33228,台中市,中文,rawData,"千分之一地形圖,道路,地理資料,SHP",
1054,臺中市風景區轄管範圍圖_TWD97,臺中市風景區範圍,http://opendata.taichung.gov.tw/dataset/0bdc867e-148f-4e5e-910d-27d6a267dd09,na,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,公共資訊,4,臺中市政府觀光旅遊局,王思云,04-22289111#58512,台中市,中文,rawData,"風景區,地理資料,SHP",
1055,臺中市太平(中平)都市計畫區一千分之一地形圖_TWD97,約2001年地測,http://opendata.taichung.gov.tw/dataset/c670efad-ff6c-41e6-acaf-49e557b95caa,cad檔案無欄位,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,公共資訊,53,臺中市政府都市發展局,陳廷宇,04-22289111轉65216,臺中市,中文,rawData,"千分之一地形圖,CAD,地形圖,地形,地理資料",
1056,臺中市王田交流道都市計畫區一千分之一地形圖_TWD97,"約2006年地測,cad檔案無欄位",http://opendata.taichung.gov.tw/dataset/c7625456-6a05-4a12-a04e-5196bccba6ac,cad檔案無欄位,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,公共資訊,50,臺中市政府都市發展局,陳廷宇,04-22289111轉65216,臺中市,中文,rawData,"千分之一地形圖,CAD,地形圖,地形,地理資料",
1057,臺中市台中港都市計畫區一千分之一地形圖_TWD97,約2006年地測,http://opendata.taichung.gov.tw/dataset/f51601e7-de33-44e8-bef5-1c159e71d7e5,cad檔案無欄位,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,公共資訊,401,臺中市政府都市發展局,陳廷宇,04-22289111轉65216,臺中市,中文,rawData,"千分之一地形圖,CAD,地形圖,地形,地理資料",
1058,臺中市谷關都市計畫區一千分之一地形圖_TWD97,約2007年地測,http://opendata.taichung.gov.tw/dataset/fdec622b-b23c-4bd3-907c-a016a83f5509,cad檔案無欄位,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,公共資訊,11,臺中市政府都市發展局,陳廷宇,04-22289111轉65216,臺中市,中文,rawData,"千分之一地形圖,CAD,地形圖,地形,地理資料",
1059,臺中市東勢都市計畫區一千分之一地形圖_TWD97,約2002年地測,http://opendata.taichung.gov.tw/dataset/d8cd77cc-7c78-46ff-a938-abbeec888540,cad檔案無欄位,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,公共資訊,35,臺中市政府都市發展局,陳廷宇,04-22289111轉65216,臺中市,中文,rawData,"千分之一地形圖,CAD,地形圖,地形,地理資料",
1060,臺中市梨山(新佳陽地區)都市計畫區一千分之一地形圖_TWD97,約2007年地測,http://opendata.taichung.gov.tw/dataset/e941996b-5472-4161-9378-e5ab4cb75837,cad檔案無欄位,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,公共資訊,1,臺中市政府都市發展局,陳廷宇,04-22289111轉65216,臺中市,中文,rawData,"千分之一地形圖,CAD,地形圖,地形,地理資料",
1061,臺中市106年1-9月役男申請複檢案件統計,臺中市106年1-9月役男申請複檢案件統計,http://opendata.taichung.gov.tw/dataset/3b2f592e-1a9f-11e8-8f43-00155d021202,年、月、複檢醫院、公費 ( 人數 )、自費 ( 人數 ),一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,服兵役,0,臺中市政府民政局,陳淑貞,22289111+29606,,中文,rawData,常備役,
1062,臺中市潭子都市計畫區一千分之一地形圖_TWD97,約2005年地測,http://opendata.taichung.gov.tw/dataset/f6ba601c-25dc-4d32-8174-13fe41d054da,cad檔案無欄位,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,公共資訊,24,臺中市政府都市發展局,陳廷宇,04-22289111轉65216,臺中市,中文,rawData,"千分之一地形圖,CAD,地形圖,地形,地理資料",
1063,兒童及少年安置教養機構,提供臺中市私立兒少安置機構名冊及聯絡方式,http://opendata.taichung.gov.tw/dataset/1b38f93d-1b54-11e8-8f43-00155d021202,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、核准收托或安置人數、相關網站、X坐標、Y坐標、備註、最後更新時間,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,即時,免費,公共資訊,6,臺中市政府社會局,黃昭容,22289111分機37508,臺中市,中文,rawData,安置機構,
1064,臺中市早期療育服務個案管理中心,依據兒童及少年福利與權益保障法第4條、第23條及第32條提供發展遲緩兒童個案管理服務。,http://opendata.taichung.gov.tw/dataset/3abb9119-1a9f-11e8-8f43-00155d021202,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網址、X坐標、Y坐標、備註、最後更新時間,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每年,免費,出生及收養,6,臺中市政府社會局,何家瑗,22289111轉37509,全臺中市,中文,rawData,"早療, 地理資料",
1065,臺中市衛生局11月抽驗冬至湯圓食材檢驗結果出爐,臺中市政府衛生局於11月提早到菜市場、餐飲店、賣場等場所抽驗應景的湯圓、地瓜圓、米血糕、豆腐及調味醬等食材共76件，檢驗結果出爐，有2件地瓜圓及2件調味醬檢出防腐劑苯甲酸超標；2件米血糕外包裝標示不符，違規產品除立即下架不得販售並由所轄衛生局後續調查處辦。,http://opendata.taichung.gov.tw/dataset/1b33a27d-1b54-11e8-8f43-00155d021202,類別、序號、樣品名稱、抽驗廠商名稱、抽驗廠商地址、檢驗結果、標準、處辦情形,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定時,免費,公共資訊,0,臺中市政府衛生局,劉佳怡,04-22220655分機3221,臺中市,中文,rawData,"湯圓,防腐劑",
1066,臺中市環保志工隊,臺中市環保志工隊資料,http://opendata.taichung.gov.tw/dataset/33347cd4-53e4-428b-876f-22025e424043,序號、行政區、隊名、隊長姓名,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定時,免費,公共資訊,591,臺中市政府環境保護局,張文源,04-22276011#66133,全臺中市,中文,rawData,環保志工,
1067,臺中市政府警察局各(大)隊、科、室、中心服務據點,臺中市政府警察局各(大)隊、科、室、中心服務據點及聯絡電話,http://opendata.taichung.gov.tw/dataset/1b3905db-1b54-11e8-8f43-00155d021202,機關、編號、單位別、地址、電話、行動節費電話,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每年,免費,公共資訊,0,臺中市政府警察局,黃璽諺,04-22351030,臺中市,中文,rawData,"直屬隊,大隊,電話,地址,內勤",
1068,106年度臺中市地方總預算第2次追加(減)預算案,106年度臺中市地方總預算第2次追加(減)預算案相關預算書表,http://opendata.taichung.gov.tw/dataset/3b71142f-1a9f-11e8-8f43-00155d021202,106年度臺中市地方總預算第2次追加(減)預算案相關預算書表,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,公共資訊,0,臺中市政府主計處,羅珮嵐,(04)2228-9111#19108,臺中市,中文,rawData,追加(減)預算案,
1069,105年度臺中市地方總決算附屬單位決算及綜計表,本市105年度地方總決算附屬單位決算及綜計表之編製，係依據決算法及各直轄市及縣（市）政府編製一百零五年度地方總決算附屬單位決算應行注意事項等相關規定辦理。有關本市特種基金依預算法規定，循預算程序設置營業基金、作業基金及特別收入基金。本市105年度特種基金共計17個，包括營業基金1個、作業基金9個及特別收入基金7個，依決算法規定，將各基金主管機關編造之附屬單位決算予以彙編成地方總決算附屬單位決算及綜計表。,http://opendata.taichung.gov.tw/dataset/3b718e8b-1a9f-11e8-8f43-00155d021202,105年度臺中市地方總決算附屬單位決算及綜計表,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,公共資訊,0,臺中市政府主計處,劉靜宜,04-22289111#19220,,中文,rawData,"決算, 基金決算, 預決算",
1070,107年度臺中市地方總預算案附屬單位預算及綜計表,本市107年度附屬單位預算綜計表之編製，係依據預算法規定，配合施政計畫加強為民服務，增進市民福利及市政建設為主要目標。以收支平衡，減輕本府年度負擔之原則下，依據各基金主管機關編造107年度附屬單位預算案，綜合彙編完成，並隨同本市總預算案送請市議會審議。,http://opendata.taichung.gov.tw/dataset/3b71baf9-1a9f-11e8-8f43-00155d021202,107年度臺中市地方總預算案附屬單位預算及綜計表各項表件,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,公共資訊,0,臺中市政府主計處,劉靜宜,04-22289111#19220,,中文,rawData,"預算, 基金預算, 預決算",
1071,臺中市常備兵役男家屬105年安家費暨三節生活扶助金統計表,臺中市常備兵役男家屬105年安家費暨三節生活扶助金統計表,http://opendata.taichung.gov.tw/dataset/3b71bdf5-1a9f-11e8-8f43-00155d021202,臺中市常備兵役男家屬105年安家費暨三節生活扶助金統計表,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每年,免費,服兵役,58,臺中市政府民政局,李若萌,22289111  29503,,中文,rawData,常備役,
1072,臺中市105年1-12月役男抽籤人數統計表,臺中市105年1-12月役男抽籤人數統計表		,http://opendata.taichung.gov.tw/dataset/3b7085c7-1a9f-11e8-8f43-00155d021202,年、月、鄉鎮市區、陸軍、海軍艦艇兵、海軍陸戰隊、空軍、常備役抽籤合計、替代役,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,服兵役,132,臺中市政府民政局,邱仲軒,04-22289111#29608,,中文,rawData,抽籤,
1073,臺中市政府替代役役男家屬107年第2季各項扶(慰)助經費統計表,臺中市政府替代役役男家屬107年第2季各項扶(慰)助經費統計表,http://opendata.taichung.gov.tw/dataset/248fbaa8-9b48-473f-a97c-0b9b227733ad,發給戶數、發給口數、金額、一次安家費甲級、乙級、丙級、三節生活扶助金甲級、乙級、丙級,一般民眾,https://data.gov.tw/license,即時,免費,服兵役,0,臺中市政府民政局,李若萌,04-22289111#29503,全臺中市,中文,rawData,"替代役,生活扶助",
1074,臺中市政府地方稅務局103年度歲出決算表,臺中市政府地方稅務局103年度歲出決算表 ,http://opendata.taichung.gov.tw/dataset/3af236b0-1a9f-11e8-8f43-00155d021202,名稱、預算數、決算數實現數、決算數應付數、決算數保留數、決算數合計、比較增減數、剔除經費繳庫數,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每年,免費,公共資訊,0,臺中市政府地方稅務局,廖芳玉,04-22585000#472,,中文,rawData,"預算數,決算數,103年",
1075,臺中市每季房地產消費糾紛原因及來源明細統計表,為臺中市最新1季房地產消費糾紛原因及來源明細統計表,http://opendata.taichung.gov.tw/dataset/3b281de2-1a9f-11e8-8f43-00155d021202,消費糾紛原因，仲介，代銷，建商，地政士，其他。,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,購屋及遷徙,0,臺中市政府地政局,朱俊鴻,04-22218558分機63717,,中文,rawData,消費糾紛原因,
1076,臺中市標案管考系統(民眾版),為提供查詢及瀏覽本府工程，使本府各項工程資訊公開透明化,http://opendata.taichung.gov.tw/dataset/3aff7481-1a9f-11e8-8f43-00155d021202,年度、工程名稱、工程執行單位1、工程執行單位2、工程執行單位3\t、實際開工日期、預計完工時間、預定施工進度、實際施工進度、施工地點、承包廠商、工程效益、內容概述\r\n,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,即時,免費,公共資訊,0,臺中市政府研究發展考核委員會,褚馥瑜,(04)2228-9111#21308,,中文,rawData,標案管考,
1077,臺中市政府代為標售地籍清理未能釐清權屬土地開標結果清冊,臺中市政府辦理神明會名義登記土地、日據時期會社或組合名義登記土地、土地總登記時登記名義人姓名、名稱或住址記載不全或不符土地之清理利主體不明土地等4類型地籍清理土地代為標售結果。,http://opendata.taichung.gov.tw/dataset/3acbc1bb-1a9f-11e8-8f43-00155d021202,行政區、地段、地號、面積(平方公尺)、權利範圍、標售底價(元)、得標總價(元)、開標日期,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,即時,免費,公共資訊,0,臺中市政府地政局,張瑋寧,04-22218558-63789,全臺中市,中文,rawData,地籍清理,
1078,臺中市非都市土地使用分區及用地類別統計表,臺中市非都市土地使用分區及用地編定統計資料,http://opendata.taichung.gov.tw/dataset/3ad4ac99-1a9f-11e8-8f43-00155d021202,年度、使用分區用地類別、總筆數、總面積、特定農業區筆數、特定農業區面積、一般農業區筆數、一般農業區面積、鄉村區筆數、鄉村區面積、工業區筆數、工業區面積、森林區筆數、森林區面積、山坡地保育區筆數、山坡地保育區面積、風景區筆數、風景區面積、河川區筆數、河川區面積、特定專用區筆數、特定專用區面積、國家公園區筆數、國家公園區面積\r\n,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,公共資訊,0,臺中市政府地政局,劉長興,22218558#63746,全臺中市,中文,rawData,"公務統計報表,非都市,土地",
1079,臺中市鄰長名冊,臺中市鄰長名冊,http://opendata.taichung.gov.tw/dataset/3b065acf-1a9f-11e8-8f43-00155d021202,區別、里別、鄰別、職稱、姓名,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,公共資訊,0,臺中市政府民政局,陳秀雯,04-22289111#29105,全臺中市,中文,rawData,"臺中市,鄰長",
1080,臺中市政府辦竣地籍清理囑託登記國有土地公告清冊,臺中市政府辦理神明會名義登記土地、日據時期會社或組合名義登記土地、土地總登記時登記名義人姓名、名稱或住址記載不全或不符土地之清理利主體不明土地等4類型地籍清理土地代為標售土地，因辦理2次標售後未標脫，依規囑託登記為國有土地之資料,http://opendata.taichung.gov.tw/dataset/3aed0b15-1a9f-11e8-8f43-00155d021202,行政區、段／小段、地／建號、面積(平方公尺)、姓名或名稱、地址、權利範圍、囑託登記完畢日期、第二次標售底價金額(元),一般民眾,http://opendata.taichung.gov.tw/licenseTerms,即時,免費,公共資訊,0,臺中市政府地政局,張瑋寧,04-22218558-63789,全臺中市,中文,rawData,地籍清理,
1081,臺中市政府常備兵役男家屬104年各項扶(慰)助經費統計表,臺中市政府常備兵役男家屬104年各項扶(慰)助經費統計表,http://opendata.taichung.gov.tw/dataset/3b71d80f-1a9f-11e8-8f43-00155d021202,發給戶數、發給口數、金額、一次安家費甲級、乙級、丙級、三節生活扶助金甲級、乙級、丙級,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每年,免費,服兵役,0,臺中市政府民政局,李若萌,22289111  29503,,中文,rawData,常備役,
1082,臺中市健保藥局名單,臺中市健保藥局名單,http://opendata.taichung.gov.tw/dataset/3adab858-1a9f-11e8-8f43-00155d021202,機構名稱、機構地址、電話,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定時,免費,公共資訊,781,臺中市政府衛生局,張欣平,04-22220655#3302,,中文,rawData,健保藥局,
1083,107年臺中市長照服務單位名冊,提供107年臺中市長照服務單位之服務項目、服務區域及聯絡方式等。,http://opendata.taichung.gov.tw/dataset/76f871b3-7027-4b8f-b97e-8d9345e6e8bc,項目、特約單位名稱、官網網址、留言E-MAIL、特約單位簡介、統一編號、員工人數、成立時間、地址、聯絡人姓名、聯絡人性別、聯絡人職稱、連絡人E-MAIL、連絡電話、分機、主要服務項目1、服務地區、主要服務項目2、服務地區、主要服務項目3、服務地區、主要服務項目4、服務地區、主要服務項目5、服務地區、主要服務項目6、服務地區、主要服務項目7、服務地區、主要服務項目8、服務地區、主要服務項目9、服務地區、主要服務項目10、服務地區、主要服務項目11、服務地區、主要服務項目12、服務地區、主要服務項目13、服務地區、主要服務項目14、服務地區、跨專業策略整合服務項目1、服務地區、跨專業策略整合服務項目2、服務地區、跨專業策略整合服務項目3、服務地區、跨專業策略整合服務項目4、服務地區、跨專業策略整合服務項目5、服務地區、跨專業策略整合服務項目6、服務地區、跨專業策略整合服務項目7、服務地區、跨專業策略整合服務項目8、服務地區、跨專業策略整合服務項目9、服務地區、跨專業策略整合服務項目10、服務地區、跨專業策略整合服務項目11、服務地區、跨專業策略整合服務項目12、服務地區、跨專業策略整合服務項目13、服務地區、跨專業策略整合服務項目14、服務地區、跨專業策略整合服務項目15、服務地區、跨專業策略整合服務項目16、服務地區、跨專業策略整合服務項目17、服務地區,一般民眾,https://data.gov.tw/license,即時,免費,公共資訊,0,臺中市政府衛生局,吳燕玲,04-25265394#6014,全臺中市,中文,rawData,"長照,長照服務單位",
