"編號","資料名稱","資料來源","更新頻率","檔案格式","資料連結網址","分類及編號","資料集描述","主要欄位說明","資料集類型","最後更新時間","資料集提供機關","資料量","收錄期間(起)","收錄期間(迄)","授權方式","計費方式","計費說明網址","計費法令依據","資料集說明網址","編碼格式","標籤/關鍵字","建立日期","資料集提供機關聯絡人","資料集提供機關電話","資料集提供機關聯絡人電子郵件","備註"
"1005","捷運規劃中路網說明","臺北市政府捷運工程局","不定期","","https://beta.data.taipei/dataset/detail/metadata?id=e3180b32-c284-44b1-b0d1-8e23e189cbd0","交通及通訊","臺北都會區大眾捷運系統規劃中路線說明及辦理情形","臺北都會區大眾捷運系統規劃中路線說明及辦理情形","原始資料","2017-05-16 09:42:01","臺北市政府捷運工程局","7","1996-03-01","2016-06-20","依政府資料開放授權條款-第1版","免費","","","","","捷運,規劃路網","2015-05-06 13:53:58","傅彥霖","02-25215550-8134","lier107@trts.dorts.gov.tw",""
"1006","捷運工程徵收地上權土地清冊","臺北市政府捷運工程局","不定期","docx,doc,pptx,PDF,jpg,XLS","https://beta.data.taipei/dataset/detail/metadata?id=bdd30f0a-4e72-41a3-9213-c952a03c6758","交通及通訊","捷運工程徵收地上權土地清冊","編號、土地標示、用地面積、土地所有權人或管理人、持分、擬徵收私有持分土地面積、非都市土地使用編訂種類、備考","原始資料","2017-05-09 16:43:32","臺北市政府捷運工程局","3個徵收案","2014-12-26","2016-12-31","依政府資料開放授權條款-第1版","免費","","","","UTF-8","土地清冊,徵收地上權,捷運","2015-05-13 17:04:57","楊瑞敏","02-25215550-8067","l1041327@trts.dorts.gov.tw",""
"1007","調洪沉砂池","臺北市政府工務局水利工程處","不定期","ZIP,KML","https://beta.data.taipei/dataset/detail/metadata?id=03db6e0d-c6a6-400a-9e52-9b821c404c38","公共資訊","調洪沉砂池、TWD97座標","編號、名稱、經度、緯度、TWD67(X座標)、TWD67(Y座標)、TWD97(X座標)、TWD97(Y座標)、概估面積、資料建置日期、資料更新日期
","網路服務","2017-05-03 15:08:49","臺北市政府工務局水利工程處","","","","依政府資料開放授權條款-第1版","免費","","","","UTF-8","","2016-07-01 10:30:32","余成偉","02-27252647-2647","da_10879@mail.taipei.gov.tw",""
"1008","臺北市少年輔導委員會104年工作年報","臺北市政府警察局","不更新","PDF","https://beta.data.taipei/dataset/detail/metadata?id=957e2300-a08a-419d-9727-62918131482a","公共資訊","展現本會年度工作成果暨強化少年犯罪防治宣導","工作年報","原始資料","2017-05-03 10:03:02","臺北市政府警察局","1份","2015-01-01","2015-12-31","依政府資料開放授權條款-第1版","免費","","","","UTF-8","","2016-06-17 16:51:04","蔡麗滿","23467585#1213","lily0828@tcpd.gov.tw",""
"1009","臺北市各公園水域安全告示牌及救生設備位置資訊","臺北市政府工務局公園路燈工程管理處","每月檢視不定期更新","CSV","https://beta.data.taipei/dataset/detail/metadata?id=cf0da6f2-4fd2-4fa0-b624-d703833ef2bc","公共資訊","臺北市政府工務局公園路燈工程管理處所轄公園內水池及湖畔水域安全告示及救生設備座標位置","臺北市政府工務局公園路燈工程管理處所轄公園內水池及湖畔水域安全告示及救生設備座標位置","網路服務","2017-04-13 15:12:03","臺北市政府工務局公園路燈工程管理處","150","2017-01-01","2017-01-09","依政府資料開放授權條款-第1版","免費","","","","UTF-8","","2017-01-09 09:28:16","謝榮倫","02-23815132","db-12531@mail.taipei.gov.tw",""
"1010","模範公務人員","臺北市政府人事處","每年","XLS","https://beta.data.taipei/dataset/detail/metadata?id=6a7ddafa-b255-404a-aa6d-be668d72d1c5","公共資訊","本府模範公務人員名單","姓名、服務單位、職稱","網路服務","2017-04-12 17:41:41","臺北市政府人事處","","1994-01-01","","依政府資料開放授權條款-第1版","0","","","","UTF-8","","2017-04-12 17:32:01","陳舒婕","02-27287721-7721","dop-a306@mail.taipei.gov.tw",""
"1011","臺北市土地可利用限度圖","臺北市政府工務局大地工程處","每年","ZIP","https://beta.data.taipei/dataset/detail/metadata?id=98168837-7c26-4593-8d47-63a777230c08","公共資訊","依據山坡地保育利用條例進行山坡地土地可利用限度查定結果","年度、行政區、段、小段、代碼、地號、面積、土地權屬、查定結果。
已公告之查定結果，包括部份加強保育地、宜林地","網路服務","2017-04-10 18:20:58","臺北市政府工務局大地工程處","1筆","2012-01-01","2016-10-31","依政府資料開放授權條款-第1版","免費","無","無","無","UTF-8","臺北市土地可利用限度圖","2015-06-01 09:14:08","謝宜芸","02-27593001-3728","ge-40729@mail.taipei.gov.tw",""
"1012","捷運技術第五十一期","臺北市政府捷運工程局","每年","","https://beta.data.taipei/dataset/detail/metadata?id=51d628c6-8f00-4b39-8dab-746fc29c7bac","交通及通訊","信義路是貫穿臺北市最主要東西向幹道之一，西起中正紀念堂，路經永康商圈、大安森林公園、信義計畫區、世貿中心、臺北101等多個著名景點與地標，東抵象山，其擔負臺北重要旅遊、商業、金融商圈之交通運量，為臺北市交通最繁忙的區域之一。民國94年，隨著捷運信義線開工，取而代之是大型工程機具陸續進駐，道路架起圍籬，這條臺北重要的商業金融要道進入交通黑暗期，八年寒暑臺北捷運人的努力與付出，漸漸的，地下隧道陸續貫穿、軌道一段段鋪設，一座座地下車站完工裝修，變電站送電了，嶄新的電聯車在地底來回運轉測試，圍籬拆了，道路還給市民，路旁矗立流線新穎捷運出入口，最後，沿線路樹苗也種回信義路。民國102年，捷運信義線的通車帶動信義路金融商圈脫離交通黑暗翻轉向上，而本期捷運技術第51期，即藉由專輯「都市大建設—信義線軸帶成長」，紀錄臺北捷運信義線工程建設實錄與點滴。","都市大建設—信義線軸帶成長專輯","網路服務","2017-04-07 10:30:04","臺北市政府捷運工程局","","2016-08-23","2016-08-23","依政府資料開放授權條款-第1版","無","無","無","http://www.dorts.gov.taipei/ct.asp?xItem=249801610&ctNode=66942&mp=115001","","","2017-03-31 17:26:16","高梅影","02-25215550-8553","mykao@trts.dorts.gov.tw",""
"1013","臺北市政府推動型塑文官優質組織文化實施計畫","臺北市政府人事處","法規修正","doc","https://beta.data.taipei/dataset/detail/metadata?id=851a2a18-bd88-4822-ace6-27923a82d44d","公共資訊","臺北市政府推動型塑文官優質組織文化實施計畫","臺北市政府推動型塑文官優質組織文化實施計畫","網路服務","2017-03-23 15:47:36","臺北市政府人事處","","","","依政府資料開放授權條款-第1版","無","","","","UTF-8","","2015-08-19 17:40:47","張秀梅","02-27208889-2151","dop-a303@mail.taipei.gov.tw",""
"1014","免建築線指示地區公告","臺北市政府都市發展局","不定期","XLS","https://beta.data.taipei/dataset/detail/metadata?id=2b1d35ab-26ab-4a25-9359-74d73848cd0a","公共資訊","免建築線指示地區公告","免建築線指示地區公告
","原始資料","2017-03-21 13:55:25","臺北市政府都市發展局","6","","","依政府資料開放授權條款-第1版","免費","","","","","","2014-12-31 10:58:23","林家正","02-27208889#1311","lewis@udd.taipei.gov.tw",""
"1015","租屋服務平臺媒合案件統計","臺北市政府都市發展局","１年","xlsx","https://beta.data.taipei/dataset/detail/metadata?id=2be7d2ef-fd8a-42bb-9139-f254d246c37b","購屋及遷徙","租屋服務平臺103年11月1日至104年7月31日止媒合案件統計","年度、月份、房屋類型、格局、租期、每月租金、媒合件數","原始資料","2017-03-21 11:44:22","臺北市政府都市發展局","","2014-11-01","2015-07-31","依政府資料開放授權條款-第1版","免費","","","","UTF-8","媒合,租屋,統計","2015-08-25 16:34:12","黃富雍","02-27208889-1312","shdow@udd.taipei.gov.tw",""
"1016","臺北市國民住宅配售(租)概況","臺北市政府都市發展局","每季","XLS","https://beta.data.taipei/dataset/detail/metadata?id=18420210-9d9d-497d-8db1-ed06b6b16c35","公共資訊","臺北市國民住宅配售(租)概況","臺北市國民住宅配售(租)概況","原始資料","2017-03-21 11:32:06","臺北市政府都市發展局","","","","依政府資料開放授權條款-第1版","免費","","","","UTF-8","","2014-12-31 10:58:06","汪小姐(住宅企劃科)","02-23212186#2516","fany@udd.taipei.gov.tw",""
"1017","臺北市國民住宅配售(租)情形","臺北市政府都市發展局","每半年","XLS","https://beta.data.taipei/dataset/detail/metadata?id=0d9059a5-b7c0-46b3-a24f-667281e4e1bb","公共資訊","臺北市國民住宅配售(租)情形","臺北市國民住宅配售(租)情形","原始資料","2017-03-21 11:31:21","臺北市政府都市發展局","","","","依政府資料開放授權條款-第1版","免費","","","","UTF-8","","2014-12-31 11:54:53","汪小姐(住宅企劃科)","02-23212186#2516","fany@udd.taipei.gov.tw",""
"1018","臺北市政府警察局名稱及地址","臺北市政府警察局","不定期","CSV","https://beta.data.taipei/dataset/detail/metadata?id=6c41536a-3ce2-4102-bdfc-6b5f3d13ef91","公共資訊","警察局各分局、派出所地址","標題、內容、交通資訊、顯示用地址、系統辨識用地址","原始資料","2017-03-14 14:30:32","臺北市政府警察局","114","2009-12-01","","依政府資料開放授權條款-第1版","免費","無","無","","Unicode","分局,地址 ,派出所","2014-12-31 10:58:00","馬志豪","02-23831642","tankmar@police.taipei",""
"1019","臺北市居家廢棄藥物檢收站","臺北市政府衛生局","不定期","CSV","https://beta.data.taipei/dataset/detail/metadata?id=e6ef0e3d-823a-4648-a5d9-ac3d663648e5","公共資訊","居家廢棄藥物檢收站","name(檢收站名稱), address_for_diaplay(顯示用地址), address_for_system(系統辨識用地址)telephone(電話) ","原始資料","2017-03-13 20:24:31","臺北市政府衛生局","360","","","依政府資料開放授權條款-第1版","免費","無","無","","Big5","","2014-12-31 10:57:57","葉曦之","02-27287110-7110","dylanyeh214@health.gov.tw",""
"1020","廣告審查件數統計表","臺北市政府衛生局","每月","xlsx","https://beta.data.taipei/dataset/detail/metadata?id=ae0d4b92-3851-4b4f-b226-d8eac2dfd724","公共資訊","藥物、化粧品廣告審查件數統計表","藥粧廣告分類、申請件數、核准件數、廣告規費收入","原始資料","2017-03-13 20:23:18","臺北市政府衛生局","","","","依政府資料開放授權條款-第1版","免費","","","","Unicode","","2015-08-13 14:59:05","李姿玫","02-27287073-7073","tzmeililiu@health.gov.tw",""
"1021","臺北市食材登錄平台-賣場與連鎖店專區_飲冰品","臺北市政府衛生局","每季","","https://beta.data.taipei/dataset/detail/metadata?id=19bc89b0-d10d-46cb-98d0-d7787915ba55","公共資訊","「臺北市食材登錄平台」飲冰品專區包含飲冰品之產品、食材來源產地、熱量、檢驗報告及包材等資訊。","飲冰品_公司介紹：公司名稱、品牌名稱、主要產品、服務電話、連絡電話、傳真電話、電子信箱、公司網址、公司介紹、品牌故事 、業者活動佈告。
飲冰品_包材資訊：公司名稱、包材名稱、包材材質、包材耐溫度範圍、產地(來源或工廠)。
飲冰品_門市資訊：公司名稱、品牌名稱、行政區、門市名稱、門市地址、門市電話、門市傳真、營業時間、交通資訊、門市活動佈告。
飲冰品_產品介紹：公司名稱、產品類別、產品名稱、照片、產品特色、原料名稱、原料品牌、原料產地(來源)、原料過敏原、原料認證標章、原料檢驗報告日期、原料檢驗報告說明、原料檢驗報告檔案。","原始資料","2017-03-13 20:20:50","臺北市政府衛生局","","","","依政府資料開放授權條款-第1版","免費","","","","","","2015-11-18 15:14:02","楊舒涵","02-27287089-7089","piazza53@health.gov.tw",""
"1022","臺北市食材登錄平台-賣場與連鎖店專區_伴手禮","臺北市政府衛生局","每季","","https://beta.data.taipei/dataset/detail/metadata?id=92d609ec-6c87-4320-ac89-636126fda357","公共資訊","「臺北市食材登錄平台」伴手禮專區包含伴手禮之食材來源產地、熱量、檢驗報告及包材等資訊。","伴手禮_公司介紹：公司名稱、品牌名稱、主要產品、服務電話、傳真電話、電子信箱、公司網址、公司介紹、品牌介紹。 
伴手禮_包材資訊：公司名稱、包材名稱、包材材質、包材耐溫度範圍、產地(來源或工廠)。
伴手禮_產品介紹：公司名稱、品牌、產品類別、產品名稱、照片、保存方式、保存期限、素食標示、規格、原產地、製造商、產品特色、得獎項目、開發年度、食用建議、注意事項、認證標章、認證編號、
每一份量、熱量(大卡)、蛋白質(公克)、脂肪(公克)、飽和脂肪(公克)、反式脂肪(公克)、碳水化合物(公克)、糖類(公克)、鈉(毫克)。
伴手禮_產品原料：公司名稱、品牌、產品類別、產品名稱、原料名稱、原料品牌、原料產地(來源)、原料過敏原、原料認證標章、原料檢驗報告日期、原料檢驗報告說明、原料檢驗報告檔案、批次日期(起)、批次日期(迄)。
伴手禮_銷售據點：公司名稱、品牌名稱、行政區、銷售據點名稱、銷售據點地址、銷售據點電話、銷售據點傳真、營業時間、交通資訊、銷售據點活動佈告。","原始資料","2017-03-13 20:17:57","臺北市政府衛生局","","","","依政府資料開放授權條款-第1版","免費","","","","","","2015-11-18 15:45:04","楊舒涵","02-27287089-7089","piazza53@health.gov.tw",""
"1023","臺北市食材登錄平台-夜市專區","臺北市政府衛生局","每半年","","https://beta.data.taipei/dataset/detail/metadata?id=399766a5-a4c5-4410-8868-223d01b6903d","公共資訊","「臺北市食材登錄平台」夜市專區包含臺北市14處夜市販售之產品、食材來源產地、調味料及包材等資訊。","夜市資訊：夜市名稱、所在位置、營業時間、交通資訊、夜市簡介。
攤商資訊：夜市名稱、攤位名稱、攤位號碼、攤商介紹、其他相關產品。
產品食材資訊：夜市名稱、攤商名稱、攤位、產品名稱、產品特色、照片、食材名稱、食材產地(來源)、食材品牌。
調味料資訊：夜市名稱、攤商名稱、攤位、攤商介紹、調味料名稱、品牌、來源(產地)。
包材資訊：夜市名稱、攤商名稱、攤位、攤商介紹、包材名稱、包材材質、包材耐溫度範圍。","原始資料","2017-03-13 20:16:54","臺北市政府衛生局","","","","依政府資料開放授權條款-第1版","免費","","","","","","2015-11-18 16:26:26","楊舒涵","02-27287089-7089","piazza53@health.gov.tw",""
